Date,Time,Press
3/13/2022,8:53:47,5239.40
3/13/2022,8:53:52,5233.02
3/13/2022,8:53:57,5235.58
3/13/2022,8:54:02,5220.19
3/13/2022,8:54:07,5245.17
3/13/2022,8:54:12,5230.33
3/13/2022,8:54:17,5235.47
3/13/2022,8:54:22,5224.35
3/13/2022,8:54:27,5238.62
3/13/2022,8:54:32,5232.08
3/13/2022,8:54:37,5232.77
3/13/2022,8:54:42,5229.62
3/13/2022,8:54:47,5236.88
3/13/2022,8:54:52,5231.88
3/13/2022,8:54:57,5233.30
3/13/2022,8:55:02,5229.72
3/13/2022,8:55:07,5235.73
3/13/2022,8:55:12,5231.72
3/13/2022,8:55:17,5232.98
3/13/2022,8:55:22,5232.15
3/13/2022,8:55:27,5233.50
3/13/2022,8:55:32,5232.98
3/13/2022,8:55:37,5231.73
3/13/2022,8:55:42,5233.27
3/13/2022,8:55:47,5232.64
3/13/2022,8:55:52,5232.86
3/13/2022,8:55:57,5232.80
3/13/2022,8:56:02,5232.82
3/13/2022,8:56:07,5232.82
3/13/2022,8:56:12,5232.82
3/13/2022,8:56:17,5232.80
3/13/2022,8:56:22,5232.84
3/13/2022,8:56:27,5232.82
3/13/2022,8:56:32,5232.83
3/13/2022,8:56:37,5232.72
3/13/2022,8:56:42,5232.94
3/13/2022,8:56:47,5232.82
3/13/2022,8:56:52,5232.84
3/13/2022,8:56:57,5232.82
3/13/2022,8:57:02,5232.85
3/13/2022,8:57:07,5232.51
3/13/2022,8:57:12,5233.07
3/13/2022,8:57:17,5232.55
3/13/2022,8:57:22,5233.14
3/13/2022,8:57:27,5232.65
3/13/2022,8:57:32,5233.05
3/13/2022,8:57:37,5232.66
3/13/2022,8:57:42,5233.20
3/13/2022,8:57:47,5225.76
3/13/2022,8:57:52,5243.84
3/13/2022,8:57:57,5231.15
3/13/2022,8:58:02,5242.83
3/13/2022,8:58:07,5216.02
3/13/2022,8:58:12,5272.02
3/13/2022,8:58:17,5225.31
3/13/2022,8:58:22,5263.01
3/13/2022,8:58:27,5224.04
3/13/2022,8:58:32,5252.19
3/13/2022,8:58:37,5245.72
3/13/2022,8:58:42,5246.97
3/13/2022,8:58:47,5247.87
3/13/2022,8:58:52,5254.95
3/13/2022,8:58:57,5232.05
3/13/2022,8:59:02,5231.32
3/13/2022,8:59:07,5263.07
3/13/2022,8:59:12,5248.61
3/13/2022,8:59:17,5243.22
3/13/2022,8:59:22,5237.02
3/13/2022,8:59:27,5262.22
3/13/2022,8:59:32,5240.30
3/13/2022,8:59:37,5249.45
3/13/2022,8:59:42,5232.42
3/13/2022,8:59:47,5264.75
3/13/2022,8:59:52,5236.21
3/13/2022,8:59:57,5254.09
3/13/2022,9:00:02,5235.16
3/13/2022,9:00:07,5259.80
3/13/2022,9:00:12,5238.45
3/13/2022,9:00:17,5250.52
3/13/2022,9:00:22,5240.33
3/13/2022,9:00:27,5254.63
3/13/2022,9:00:32,5241.74
3/13/2022,9:00:37,5249.52
3/13/2022,9:00:42,5242.52
3/13/2022,9:00:47,5251.86
3/13/2022,9:00:52,5243.04
3/13/2022,9:00:57,5248.09
3/13/2022,9:01:02,5245.16
3/13/2022,9:01:07,5248.50
3/13/2022,9:01:12,5246.11
3/13/2022,9:01:17,5246.10
3/13/2022,9:01:22,5247.37
3/13/2022,9:01:27,5246.25
3/13/2022,9:01:32,5247.37
3/13/2022,9:01:37,5245.77
3/13/2022,9:01:42,5247.60
3/13/2022,9:01:47,5246.26
3/13/2022,9:01:52,5247.16
3/13/2022,9:01:57,5245.39
3/13/2022,9:02:02,5248.70
3/13/2022,9:02:07,5245.04
3/13/2022,9:02:12,5248.57
3/13/2022,9:02:17,5244.72
3/13/2022,9:02:22,5249.26
3/13/2022,9:02:27,5244.96
3/13/2022,9:02:32,5245.73
3/13/2022,9:02:37,5251.66
3/13/2022,9:02:42,5264.37
3/13/2022,9:02:47,5239.45
3/13/2022,9:02:52,5255.09
3/13/2022,9:02:57,5255.42
3/13/2022,9:03:02,5270.27
3/13/2022,9:03:07,5235.34
3/13/2022,9:03:12,5290.87
3/13/2022,9:03:17,5237.37
3/13/2022,9:03:22,5303.70
3/13/2022,9:03:27,5197.89
3/13/2022,9:03:32,5291.33
3/13/2022,9:03:37,5240.59
3/13/2022,9:03:42,5288.55
3/13/2022,9:03:47,5231.20
3/13/2022,9:03:52,5274.77
3/13/2022,9:03:57,5256.80
3/13/2022,9:04:02,5267.65
3/13/2022,9:04:07,5250.41
3/13/2022,9:04:12,5260.78
3/13/2022,9:04:17,5262.54
3/13/2022,9:04:22,5260.82
3/13/2022,9:04:27,5258.18
3/13/2022,9:04:32,5258.15
3/13/2022,9:04:37,5265.05
3/13/2022,9:04:42,5255.90
3/13/2022,9:04:47,5263.78
3/13/2022,9:04:52,5252.32
3/13/2022,9:04:57,5270.14
3/13/2022,9:05:02,5250.49
3/13/2022,9:05:07,5268.82
3/13/2022,9:05:12,5250.18
3/13/2022,9:05:17,5270.51
3/13/2022,9:05:22,5250.96
3/13/2022,9:05:27,5267.20
3/13/2022,9:05:32,5252.75
3/13/2022,9:05:37,5267.29
3/13/2022,9:05:42,5253.70
3/13/2022,9:05:47,5265.33
3/13/2022,9:05:52,5254.70
3/13/2022,9:05:57,5265.43
3/13/2022,9:06:02,5255.32
3/13/2022,9:06:07,5263.75
3/13/2022,9:06:12,5256.70
3/13/2022,9:06:17,5262.93
3/13/2022,9:06:22,5258.00
3/13/2022,9:06:27,5261.15
3/13/2022,9:06:32,5259.41
3/13/2022,9:06:37,5260.35
3/13/2022,9:06:42,5260.01
3/13/2022,9:06:47,5259.75
3/13/2022,9:06:52,5260.44
3/13/2022,9:06:57,5259.65
3/13/2022,9:07:02,5260.34
3/13/2022,9:07:07,5259.79
3/13/2022,9:07:12,5260.37
3/13/2022,9:07:17,5259.66
3/13/2022,9:07:22,5260.48
3/13/2022,9:07:27,5259.44
3/13/2022,9:07:32,5260.73
3/13/2022,9:07:37,5259.34
3/13/2022,9:07:42,5260.72
3/13/2022,9:07:47,5259.36
3/13/2022,9:07:52,5260.66
3/13/2022,9:07:57,5259.54
3/13/2022,9:08:02,5260.41
3/13/2022,9:08:07,5259.76
3/13/2022,9:08:12,5260.41
3/13/2022,9:08:17,5259.04
3/13/2022,9:08:22,5260.95
3/13/2022,9:08:27,5259.35
3/13/2022,9:08:32,5260.86
3/13/2022,9:08:37,5259.66
3/13/2022,9:08:42,5260.70
3/13/2022,9:08:47,5259.98
3/13/2022,9:08:52,5257.61
3/13/2022,9:08:57,5289.47
3/13/2022,9:09:02,5241.22
3/13/2022,9:09:07,5288.19
3/13/2022,9:09:12,5267.18
3/13/2022,9:09:17,5267.75
3/13/2022,9:09:22,5311.00
3/13/2022,9:09:27,5264.61
3/13/2022,9:09:32,5270.75
3/13/2022,9:09:37,5259.06
3/13/2022,9:09:42,5299.60
3/13/2022,9:09:47,5249.68
3/13/2022,9:09:52,5295.78
3/13/2022,9:09:57,5237.18
3/13/2022,9:10:02,5315.99
3/13/2022,9:10:07,5240.59
3/13/2022,9:10:12,5304.67
3/13/2022,9:10:17,5240.93
3/13/2022,9:10:22,5306.38
3/13/2022,9:10:27,5247.66
3/13/2022,9:10:32,5294.70
3/13/2022,9:10:37,5250.07
3/13/2022,9:10:42,5298.18
3/13/2022,9:10:47,5253.64
3/13/2022,9:10:52,5292.44
3/13/2022,9:10:57,5254.13
3/13/2022,9:11:02,5293.19
3/13/2022,9:11:07,5257.89
3/13/2022,9:11:12,5285.93
3/13/2022,9:11:17,5262.90
3/13/2022,9:11:22,5283.00
3/13/2022,9:11:27,5268.46
3/13/2022,9:11:32,5276.40
3/13/2022,9:11:37,5272.27
3/13/2022,9:11:42,5274.71
3/13/2022,9:11:47,5274.27
3/13/2022,9:11:52,5272.07
3/13/2022,9:11:57,5275.83
3/13/2022,9:12:02,5271.96
3/13/2022,9:12:07,5276.75
3/13/2022,9:12:12,5270.04
3/13/2022,9:12:17,5278.34
3/13/2022,9:12:22,5269.13
3/13/2022,9:12:27,5276.17
3/13/2022,9:12:32,5301.99
3/13/2022,9:12:37,5229.43
3/13/2022,9:12:42,5323.44
3/13/2022,9:12:47,5262.11
3/13/2022,9:12:52,5319.55
3/13/2022,9:12:57,5262.03
3/13/2022,9:13:02,5301.63
3/13/2022,9:13:07,5270.78
3/13/2022,9:13:12,5302.22
3/13/2022,9:13:17,5274.31
3/13/2022,9:13:22,5293.99
3/13/2022,9:13:27,5283.38
3/13/2022,9:13:32,5287.75
3/13/2022,9:13:37,5289.28
3/13/2022,9:13:42,5284.91
3/13/2022,9:13:47,5291.05
3/13/2022,9:13:52,5283.76
3/13/2022,9:13:57,5290.31
3/13/2022,9:14:02,5284.21
3/13/2022,9:14:07,5290.37
3/13/2022,9:14:12,5283.88
3/13/2022,9:14:17,5291.59
3/13/2022,9:14:22,5282.53
3/13/2022,9:14:27,5293.22
3/13/2022,9:14:32,5280.83
3/13/2022,9:14:37,5294.00
3/13/2022,9:14:42,5280.57
3/13/2022,9:14:47,5293.72
3/13/2022,9:14:52,5281.67
3/13/2022,9:14:57,5292.33
3/13/2022,9:15:02,5283.31
3/13/2022,9:15:07,5290.76
3/13/2022,9:15:12,5284.51
3/13/2022,9:15:17,5289.75
3/13/2022,9:15:22,5285.26
3/13/2022,9:15:27,5289.26
3/13/2022,9:15:32,5285.74
3/13/2022,9:15:37,5288.75
3/13/2022,9:15:42,5286.37
3/13/2022,9:15:47,5288.04
3/13/2022,9:15:52,5287.09
3/13/2022,9:15:57,5287.44
3/13/2022,9:16:02,5287.39
3/13/2022,9:16:07,5287.38
3/13/2022,9:16:12,5287.93
3/13/2022,9:16:17,5286.32
3/13/2022,9:16:22,5288.68
3/13/2022,9:16:27,5286.25
3/13/2022,9:16:32,5288.86
3/13/2022,9:16:37,5286.47
3/13/2022,9:16:42,5289.33
3/13/2022,9:16:47,5289.13
3/13/2022,9:16:52,5283.37
3/13/2022,9:16:57,5305.27
3/13/2022,9:17:02,5292.35
3/13/2022,9:17:07,5302.10
3/13/2022,9:17:12,5287.42
3/13/2022,9:17:17,5302.29
3/13/2022,9:17:22,5293.16
3/13/2022,9:17:27,5307.01
3/13/2022,9:17:32,5298.47
3/13/2022,9:17:37,5296.18
3/13/2022,9:17:42,5316.14
3/13/2022,9:17:47,5287.45
3/13/2022,9:17:52,5307.90
3/13/2022,9:17:57,5294.51
3/13/2022,9:18:02,5314.06
3/13/2022,9:18:07,5291.65
3/13/2022,9:18:12,5303.69
3/13/2022,9:18:17,5300.56
3/13/2022,9:18:22,5303.98
3/13/2022,9:18:27,5299.56
3/13/2022,9:18:32,5299.55
3/13/2022,9:18:37,5303.86
3/13/2022,9:18:42,5301.49
3/13/2022,9:18:47,5300.59
3/13/2022,9:18:52,5300.92
3/13/2022,9:18:57,5302.15
3/13/2022,9:19:02,5301.22
3/13/2022,9:19:07,5301.38
3/13/2022,9:19:12,5300.19
3/13/2022,9:19:17,5303.72
3/13/2022,9:19:22,5299.28
3/13/2022,9:19:27,5303.12
3/13/2022,9:19:32,5298.75
3/13/2022,9:19:37,5304.29
3/13/2022,9:19:42,5298.85
3/13/2022,9:19:47,5302.84
3/13/2022,9:19:52,5299.95
3/13/2022,9:19:57,5303.03
3/13/2022,9:20:02,5300.38
3/13/2022,9:20:07,5302.61
3/13/2022,9:20:12,5301.06
3/13/2022,9:20:17,5304.76
3/13/2022,9:20:22,5307.47
3/13/2022,9:20:27,5301.89
3/13/2022,9:20:32,5304.28
3/13/2022,9:20:37,5309.80
3/13/2022,9:20:42,5308.43
3/13/2022,9:20:47,5305.02
3/13/2022,9:20:52,5305.84
3/13/2022,9:20:57,5318.66
3/13/2022,9:21:02,5312.41
3/13/2022,9:21:07,5316.76
3/13/2022,9:21:12,5300.70
3/13/2022,9:21:17,5322.57
3/13/2022,9:21:22,5300.03
3/13/2022,9:21:27,5318.98
3/13/2022,9:21:32,5316.86
3/13/2022,9:21:37,5318.27
3/13/2022,9:21:42,5305.65
3/13/2022,9:21:47,5318.89
3/13/2022,9:21:52,5313.02
3/13/2022,9:21:57,5320.76
3/13/2022,9:22:02,5305.69
3/13/2022,9:22:07,5321.56
3/13/2022,9:22:12,5311.63
3/13/2022,9:22:17,5319.10
3/13/2022,9:22:22,5308.98
3/13/2022,9:22:27,5318.10
3/13/2022,9:22:32,5314.06
3/13/2022,9:22:37,5315.67
3/13/2022,9:22:42,5312.95
3/13/2022,9:22:47,5315.92
3/13/2022,9:22:52,5314.72
3/13/2022,9:22:57,5314.97
3/13/2022,9:23:02,5313.87
3/13/2022,9:23:07,5315.11
3/13/2022,9:23:12,5314.76
3/13/2022,9:23:17,5314.75
3/13/2022,9:23:22,5314.76
3/13/2022,9:23:27,5314.77
3/13/2022,9:23:32,5314.99
3/13/2022,9:23:37,5314.29
3/13/2022,9:23:42,5315.06
3/13/2022,9:23:47,5314.58
3/13/2022,9:23:52,5315.22
3/13/2022,9:23:57,5314.38
3/13/2022,9:24:02,5314.95
3/13/2022,9:24:07,5314.77
3/13/2022,9:24:12,5314.84
3/13/2022,9:24:17,5314.64
3/13/2022,9:24:22,5314.89
3/13/2022,9:24:27,5314.14
3/13/2022,9:24:32,5315.71
3/13/2022,9:24:37,5313.99
3/13/2022,9:24:42,5315.84
3/13/2022,9:24:47,5314.28
3/13/2022,9:24:52,5315.44
3/13/2022,9:24:57,5317.09
3/13/2022,9:25:02,5317.96
3/13/2022,9:25:07,5328.08
3/13/2022,9:25:12,5309.68
3/13/2022,9:25:17,5321.62
3/13/2022,9:25:22,5318.76
3/13/2022,9:25:27,5336.96
3/13/2022,9:25:32,5313.80
3/13/2022,9:25:37,5319.92
3/13/2022,9:25:42,5326.58
3/13/2022,9:25:47,5335.69
3/13/2022,9:25:52,5311.11
3/13/2022,9:25:57,5330.38
3/13/2022,9:26:02,5306.48
3/13/2022,9:26:07,5346.81
3/13/2022,9:26:12,5332.57
3/13/2022,9:26:17,5332.95
3/13/2022,9:26:22,5306.72
3/13/2022,9:26:27,5344.40
3/13/2022,9:26:32,5320.80
3/13/2022,9:26:37,5335.09
3/13/2022,9:26:42,5314.79
3/13/2022,9:26:47,5338.31
3/13/2022,9:26:52,5328.33
3/13/2022,9:26:57,5327.30
3/13/2022,9:27:02,5325.06
3/13/2022,9:27:07,5329.47
3/13/2022,9:27:12,5330.14
3/13/2022,9:27:17,5326.02
3/13/2022,9:27:22,5326.95
3/13/2022,9:27:27,5329.83
3/13/2022,9:27:32,5328.47
3/13/2022,9:27:37,5327.39
3/13/2022,9:27:42,5328.01
3/13/2022,9:27:47,5328.03
3/13/2022,9:27:52,5329.87
3/13/2022,9:27:57,5325.15
3/13/2022,9:28:02,5330.53
3/13/2022,9:28:07,5326.23
3/13/2022,9:28:12,5330.99
3/13/2022,9:28:17,5325.14
3/13/2022,9:28:22,5330.01
3/13/2022,9:28:27,5327.08
3/13/2022,9:28:32,5329.25
3/13/2022,9:28:37,5326.96
3/13/2022,9:28:42,5328.99
3/13/2022,9:28:47,5327.68
3/13/2022,9:28:52,5328.87
3/13/2022,9:28:57,5327.37
3/13/2022,9:29:02,5328.57
3/13/2022,9:29:07,5327.99
3/13/2022,9:29:12,5328.33
3/13/2022,9:29:17,5328.14
3/13/2022,9:29:22,5328.17
3/13/2022,9:29:27,5328.15
3/13/2022,9:29:32,5328.16
3/13/2022,9:29:37,5328.16
3/13/2022,9:29:42,5328.16
3/13/2022,9:29:47,5328.16
3/13/2022,9:29:52,5328.16
3/13/2022,9:29:57,5328.16
3/13/2022,9:30:02,5328.16
3/13/2022,9:30:07,5328.16
3/13/2022,9:30:12,5328.16
3/13/2022,9:30:17,5328.17
3/13/2022,9:30:22,5328.16
3/13/2022,9:30:27,5328.17
3/13/2022,9:30:32,5328.16
3/13/2022,9:30:37,5328.17
3/13/2022,9:30:42,5328.16
3/13/2022,9:30:47,5328.17
3/13/2022,9:30:52,5328.16
3/13/2022,9:30:57,5328.17
3/13/2022,9:31:02,5328.16
3/13/2022,9:31:07,5328.16
3/13/2022,9:31:12,5328.16
3/13/2022,9:31:17,5328.16
3/13/2022,9:31:22,5328.16
3/13/2022,9:31:27,5328.16
3/13/2022,9:31:32,5328.16
3/13/2022,9:31:37,5328.16
3/13/2022,9:31:42,5328.16
3/13/2022,9:31:47,5328.16
3/13/2022,9:31:52,5328.16
3/13/2022,9:31:57,5328.16
3/13/2022,9:32:02,5328.16
3/13/2022,9:32:07,5328.17
3/13/2022,9:32:12,5328.17
3/13/2022,9:32:17,5328.17
3/13/2022,9:32:22,5328.17
3/13/2022,9:32:27,5328.16
3/13/2022,9:32:32,5328.17
3/13/2022,9:32:37,5328.17
3/13/2022,9:32:42,5328.17
3/13/2022,9:32:47,5328.17
3/13/2022,9:32:52,5328.18
3/13/2022,9:32:57,5328.18
3/13/2022,9:33:02,5328.18
3/13/2022,9:33:07,5328.19
3/13/2022,9:33:12,5328.19
3/13/2022,9:33:17,5328.19
3/13/2022,9:33:22,5328.20
3/13/2022,9:33:27,5328.20
3/13/2022,9:33:32,5328.20
3/13/2022,9:33:37,5328.20
3/13/2022,9:33:42,5328.20
3/13/2022,9:33:47,5328.20
3/13/2022,9:33:52,5328.20
3/13/2022,9:33:57,5328.21
3/13/2022,9:34:02,5328.21
3/13/2022,9:34:07,5328.21
3/13/2022,9:34:12,5328.22
3/13/2022,9:34:17,5328.22
3/13/2022,9:34:22,5328.23
3/13/2022,9:34:27,5328.23
3/13/2022,9:34:32,5328.23
3/13/2022,9:34:37,5328.23
3/13/2022,9:34:42,5328.23
3/13/2022,9:34:47,5328.24
3/13/2022,9:34:52,5328.23
3/13/2022,9:34:57,5328.24
3/13/2022,9:35:02,5328.23
3/13/2022,9:35:07,5328.23
3/13/2022,9:35:12,5328.23
3/13/2022,9:35:17,5328.24
3/13/2022,9:35:22,5328.24
3/13/2022,9:35:27,5328.24
3/13/2022,9:35:32,5328.23
3/13/2022,9:35:37,5328.23
3/13/2022,9:35:42,5328.23
3/13/2022,9:35:47,5328.23
3/13/2022,9:35:52,5328.23
3/13/2022,9:35:57,5328.23
3/13/2022,9:36:02,5328.23
3/13/2022,9:36:07,5328.23
3/13/2022,9:36:12,5328.24
3/13/2022,9:36:17,5328.25
3/13/2022,9:36:22,5328.25
3/13/2022,9:36:27,5328.27
3/13/2022,9:36:32,5328.28
3/13/2022,9:36:37,5328.29
3/13/2022,9:36:42,5328.31
3/13/2022,9:36:47,5328.32
3/13/2022,9:36:52,5328.33
3/13/2022,9:36:57,5328.34
3/13/2022,9:37:02,5328.34
3/13/2022,9:37:07,5328.35
3/13/2022,9:37:12,5328.35
3/13/2022,9:37:17,5328.35
3/13/2022,9:37:22,5328.35
3/13/2022,9:37:27,5328.35
3/13/2022,9:37:32,5328.35
3/13/2022,9:37:37,5328.35
3/13/2022,9:37:42,5328.35
3/13/2022,9:37:47,5328.35
3/13/2022,9:37:52,5328.34
3/13/2022,9:37:57,5328.34
3/13/2022,9:38:02,5328.34
3/13/2022,9:38:07,5328.34
3/13/2022,9:38:12,5328.34
3/13/2022,9:38:17,5328.34
3/13/2022,9:38:22,5328.34
3/13/2022,9:38:27,5328.34
3/13/2022,9:38:32,5328.34
3/13/2022,9:38:37,5328.34
3/13/2022,9:38:42,5328.34
3/13/2022,9:38:47,5328.34
3/13/2022,9:38:52,5328.34
3/13/2022,9:38:57,5328.34
3/13/2022,9:39:02,5328.34
3/13/2022,9:39:07,5328.34
3/13/2022,9:39:12,5328.34
3/13/2022,9:39:17,5328.34
3/13/2022,9:39:22,5328.34
3/13/2022,9:39:27,5328.34
3/13/2022,9:39:32,5328.34
3/13/2022,9:39:37,5328.34
3/13/2022,9:39:42,5328.34
3/13/2022,9:39:47,5328.34
3/13/2022,9:39:52,5328.34
3/13/2022,9:39:57,5328.33
3/13/2022,9:40:02,5328.33
3/13/2022,9:40:07,5328.33
3/13/2022,9:40:12,5328.33
3/13/2022,9:40:17,5328.33
3/13/2022,9:40:22,5328.33
3/13/2022,9:40:27,5328.31
3/13/2022,9:40:32,5328.33
3/13/2022,9:40:37,5328.37
3/13/2022,9:40:42,5328.42
3/13/2022,9:40:47,5328.42
3/13/2022,9:40:52,5328.43
3/13/2022,9:40:57,5328.42
3/13/2022,9:41:02,5328.48
3/13/2022,9:41:07,5326.53
3/13/2022,9:41:12,5332.82
3/13/2022,9:41:17,5343.68
3/13/2022,9:41:22,5327.83
3/13/2022,9:41:27,5314.61
3/13/2022,9:41:32,5329.97
3/13/2022,9:41:37,5359.32
3/13/2022,9:41:42,5342.05
3/13/2022,9:41:47,5322.91
3/13/2022,9:41:52,5336.35
3/13/2022,9:41:57,5351.35
3/13/2022,9:42:02,5346.02
3/13/2022,9:42:07,5337.20
3/13/2022,9:42:12,5338.63
3/13/2022,9:42:17,5345.43
3/13/2022,9:42:22,5336.10
3/13/2022,9:42:27,5344.78
3/13/2022,9:42:32,5338.01
3/13/2022,9:42:37,5349.50
3/13/2022,9:42:42,5334.71
3/13/2022,9:42:47,5347.54
3/13/2022,9:42:52,5335.05
3/13/2022,9:42:57,5347.95
3/13/2022,9:43:02,5335.63
3/13/2022,9:43:07,5345.03
3/13/2022,9:43:12,5339.57
3/13/2022,9:43:17,5344.00
3/13/2022,9:43:22,5340.33
3/13/2022,9:43:27,5341.83
3/13/2022,9:43:32,5341.70
3/13/2022,9:43:37,5341.48
3/13/2022,9:43:42,5341.62
3/13/2022,9:43:47,5341.51
3/13/2022,9:43:52,5341.70
3/13/2022,9:43:57,5341.64
3/13/2022,9:44:02,5341.62
3/13/2022,9:44:07,5341.64
3/13/2022,9:44:12,5341.65
3/13/2022,9:44:17,5341.64
3/13/2022,9:44:22,5341.65
3/13/2022,9:44:27,5341.64
3/13/2022,9:44:32,5341.65
3/13/2022,9:44:37,5341.57
3/13/2022,9:44:42,5341.73
3/13/2022,9:44:47,5341.42
3/13/2022,9:44:52,5342.30
3/13/2022,9:44:57,5340.39
3/13/2022,9:45:02,5342.91
3/13/2022,9:45:07,5340.69
3/13/2022,9:45:12,5342.48
3/13/2022,9:45:17,5343.86
3/13/2022,9:45:22,5343.42
3/13/2022,9:45:27,5339.36
3/13/2022,9:45:32,5343.26
3/13/2022,9:45:37,5354.01
3/13/2022,9:45:42,5343.70
3/13/2022,9:45:47,5339.93
3/13/2022,9:45:52,5359.09
3/13/2022,9:45:57,5365.18
3/13/2022,9:46:02,5352.28
3/13/2022,9:46:07,5347.57
3/13/2022,9:46:12,5354.81
3/13/2022,9:46:17,5370.49
3/13/2022,9:46:22,5343.31
3/13/2022,9:46:27,5342.29
3/13/2022,9:46:32,5354.06
3/13/2022,9:46:37,5367.70
3/13/2022,9:46:42,5353.59
3/13/2022,9:46:47,5341.70
3/13/2022,9:46:52,5364.81
3/13/2022,9:46:57,5355.36
3/13/2022,9:47:02,5359.45
3/13/2022,9:47:07,5339.15
3/13/2022,9:47:12,5368.39
3/13/2022,9:47:17,5348.78
3/13/2022,9:47:22,5361.34
3/13/2022,9:47:27,5343.66
3/13/2022,9:47:32,5365.11
3/13/2022,9:47:37,5350.71
3/13/2022,9:47:42,5358.35
3/13/2022,9:47:47,5348.13
3/13/2022,9:47:52,5360.97
3/13/2022,9:47:57,5352.43
3/13/2022,9:48:02,5356.62
3/13/2022,9:48:07,5350.99
3/13/2022,9:48:12,5359.43
3/13/2022,9:48:17,5352.37
3/13/2022,9:48:22,5356.52
3/13/2022,9:48:27,5352.20
3/13/2022,9:48:32,5357.77
3/13/2022,9:48:37,5353.17
3/13/2022,9:48:42,5355.62
3/13/2022,9:48:47,5353.95
3/13/2022,9:48:52,5356.38
3/13/2022,9:48:57,5354.59
3/13/2022,9:49:02,5354.32
3/13/2022,9:49:07,5355.67
3/13/2022,9:49:12,5354.57
3/13/2022,9:49:17,5356.09
3/13/2022,9:49:22,5353.87
3/13/2022,9:49:27,5356.34
3/13/2022,9:49:32,5370.57
3/13/2022,9:49:37,5346.47
3/13/2022,9:49:42,5358.74
3/13/2022,9:49:47,5355.49
3/13/2022,9:49:52,5380.58
3/13/2022,9:49:57,5354.75
3/13/2022,9:50:02,5367.27
3/13/2022,9:50:07,5348.49
3/13/2022,9:50:12,5384.57
3/13/2022,9:50:17,5359.13
3/13/2022,9:50:22,5377.58
3/13/2022,9:50:27,5361.85
3/13/2022,9:50:32,5372.21
3/13/2022,9:50:37,5367.65
3/13/2022,9:50:42,5360.03
3/13/2022,9:50:47,5378.40
3/13/2022,9:50:52,5365.23
3/13/2022,9:50:57,5370.70
3/13/2022,9:51:02,5361.78
3/13/2022,9:51:07,5373.33
3/13/2022,9:51:12,5366.72
3/13/2022,9:51:17,5369.16
3/13/2022,9:51:22,5366.41
3/13/2022,9:51:27,5369.48
3/13/2022,9:51:32,5369.98
3/13/2022,9:51:37,5365.90
3/13/2022,9:51:42,5369.12
3/13/2022,9:51:47,5367.96
3/13/2022,9:51:52,5369.45
3/13/2022,9:51:57,5367.04
3/13/2022,9:52:02,5369.13
3/13/2022,9:52:07,5368.35
3/13/2022,9:52:12,5368.59
3/13/2022,9:52:17,5368.12
3/13/2022,9:52:22,5368.50
3/13/2022,9:52:27,5368.37
3/13/2022,9:52:32,5368.54
3/13/2022,9:52:37,5368.27
3/13/2022,9:52:42,5368.49
3/13/2022,9:52:47,5368.37
3/13/2022,9:52:52,5368.47
3/13/2022,9:52:57,5367.96
3/13/2022,9:53:02,5369.58
3/13/2022,9:53:07,5367.40
3/13/2022,9:53:12,5369.27
3/13/2022,9:53:17,5367.34
3/13/2022,9:53:22,5369.45
3/13/2022,9:53:27,5367.95
3/13/2022,9:53:32,5366.82
3/13/2022,9:53:37,5370.08
3/13/2022,9:53:42,5377.39
3/13/2022,9:53:47,5360.32
3/13/2022,9:53:52,5371.80
3/13/2022,9:53:57,5395.46
3/13/2022,9:54:02,5365.04
3/13/2022,9:54:07,5370.85
3/13/2022,9:54:12,5380.44
3/13/2022,9:54:17,5379.41
3/13/2022,9:54:22,5388.21
3/13/2022,9:54:27,5374.56
3/13/2022,9:54:32,5376.87
3/13/2022,9:54:37,5373.10
3/13/2022,9:54:42,5397.39
3/13/2022,9:54:47,5376.30
3/13/2022,9:54:52,5382.09
3/13/2022,9:54:57,5374.01
3/13/2022,9:55:02,5390.51
3/13/2022,9:55:07,5375.74
3/13/2022,9:55:12,5383.91
3/13/2022,9:55:17,5377.91
3/13/2022,9:55:22,5388.15
3/13/2022,9:55:27,5379.29
3/13/2022,9:55:32,5381.29
3/13/2022,9:55:37,5380.71
3/13/2022,9:55:42,5383.37
3/13/2022,9:55:47,5381.42
3/13/2022,9:55:52,5380.06
3/13/2022,9:55:57,5383.06
3/13/2022,9:56:02,5381.61
3/13/2022,9:56:07,5381.97
3/13/2022,9:56:12,5380.63
3/13/2022,9:56:17,5382.67
3/13/2022,9:56:22,5381.49
3/13/2022,9:56:27,5382.05
3/13/2022,9:56:32,5381.10
3/13/2022,9:56:37,5382.68
3/13/2022,9:56:42,5381.51
3/13/2022,9:56:47,5382.12
3/13/2022,9:56:52,5381.09
3/13/2022,9:56:57,5382.49
3/13/2022,9:57:02,5381.26
3/13/2022,9:57:07,5382.80
3/13/2022,9:57:12,5380.47
3/13/2022,9:57:17,5383.20
3/13/2022,9:57:22,5380.68
3/13/2022,9:57:27,5382.95
3/13/2022,9:57:32,5380.87
3/13/2022,9:57:37,5383.02
3/13/2022,9:57:42,5379.41
3/13/2022,9:57:47,5390.68
3/13/2022,9:57:52,5383.32
3/13/2022,9:57:57,5388.46
3/13/2022,9:58:02,5372.40
3/13/2022,9:58:07,5400.73
3/13/2022,9:58:12,5377.25
3/13/2022,9:58:17,5408.11
3/13/2022,9:58:22,5385.49
3/13/2022,9:58:27,5400.34
